"Parameter","Year","Age","ParamName","median","lCI","uCI"
"Psi[4, 4]",2007,"3","Psi",0.823042219960912,0.609141427954572,0.926374807928324
"Psi[4, 5]",2008,"3","Psi",0.917012092157706,0.814355959856049,0.96921906989149
"Psi[4, 6]",2009,"3","Psi",0.798478419567232,0.61550658503363,0.920313790268737
"Psi[4, 7]",2010,"3","Psi",0.799629005999189,0.620888047360909,0.908789277396077
"Psi[4, 8]",2011,"3","Psi",0.97276400199143,0.909241421473627,0.993242259033941
"Psi[4, 9]",2012,"3","Psi",0.948708409017268,0.874739647801376,0.982935924867222
"Psi[5, 10]",2013,"4+","Psi",0.654524903752196,0.425818383875583,0.82366866708845
"Psi[5, 11]",2014,"4+","Psi",0.793842066163128,0.596966937938643,0.914234255305958
"Psi[5, 12]",2015,"4+","Psi",0.890205027796642,0.764628620929593,0.956367159516514
"Psi[5, 13]",2016,"4+","Psi",0.854433535049711,0.720736871475237,0.933319043407448
"Psi[5, 14]",2017,"4+","Psi",0.806607976778525,0.622316165365225,0.922207577585707
"Psi[5, 15]",2018,"4+","Psi",0.867622426919475,0.718475214692093,0.957634286650365
"Psi[5, 16]",2019,"4+","Psi",0.919300800857324,0.808748391653489,0.979927518696635
"Psi[5, 17]",2020,"4+","Psi",0.799480930095018,0.609646415746331,0.906839074051865
"Psi[5, 18]",2021,"4+","Psi",0.780099802020263,0.608622359198415,0.895841050290442
"Psi[5, 19]",2022,"4+","Psi",0.840415681595399,0.660962187632706,0.944666912180768
"Psi[5, 1]",2004,"4+","Psi",0.864298758605409,0.601705298122472,0.970058966492554
"Psi[5, 20]",2023,"4+","Psi",0.920355365112469,0.775841639633703,0.973134799783809
"Psi[5, 21]",2024,"4+","Psi",0.808584232423087,0.538042528155219,0.926071048364037
"Psi[5, 2]",2005,"4+","Psi",0.800398698425973,0.665027826382454,0.899199410661059
"Psi[5, 3]",2006,"4+","Psi",0.885350050030385,0.772136378501063,0.953364679191564
"Psi[5, 4]",2007,"4+","Psi",0.830656916225218,0.649699857724463,0.924651332256312
"Psi[5, 5]",2008,"4+","Psi",0.921375215114816,0.829549728307289,0.971127912596075
"Psi[5, 6]",2009,"4+","Psi",0.80737066180593,0.63347121703244,0.926227230518818
"Psi[5, 7]",2010,"4+","Psi",0.807987464922016,0.649960209536624,0.912743014268667
"Psi[5, 8]",2011,"4+","Psi",0.974211444971459,0.916292532535402,0.993665051024048
"Psi[5, 9]",2012,"4+","Psi",0.951343109185943,0.884750205480449,0.983889584628017
"R.tot[10]",2013,NA,"R.tot",203,88,578.024999999998
"R.tot[11]",2014,NA,"R.tot",227,113,560
"R.tot[12]",2015,NA,"R.tot",263,134,649
"R.tot[13]",2016,NA,"R.tot",398,213,974.024999999998
"R.tot[14]",2017,NA,"R.tot",275,137,684
"R.tot[15]",2018,NA,"R.tot",397,204,939.024999999998
"R.tot[16]",2019,NA,"R.tot",363,192,839
"R.tot[17]",2020,NA,"R.tot",213,98,567.024999999998
"R.tot[18]",2021,NA,"R.tot",150,68,382
"R.tot[19]",2022,NA,"R.tot",163,71,397
"R.tot[1]",2004,NA,"R.tot",0,0,0
"R.tot[20]",2023,NA,"R.tot",334,145,901
"R.tot[21]",2024,NA,"R.tot",213,69,599
"R.tot[2]",2005,NA,"R.tot",195,105,468
"R.tot[3]",2006,NA,"R.tot",199,105,477
"R.tot[4]",2007,NA,"R.tot",173,78,457
"R.tot[5]",2008,NA,"R.tot",312,161,775
"R.tot[6]",2009,NA,"R.tot",146,71,349
"R.tot[7]",2010,NA,"R.tot",156,78,355
"R.tot[8]",2011,NA,"R.tot",502,273,1125
"R.tot[9]",2012,NA,"R.tot",695,375,1732
"R[1, 10]",2013,"0","R",0,0,0
"R[1, 11]",2014,"0","R",0,0,0
"R[1, 12]",2015,"0","R",0,0,0
"R[1, 13]",2016,"0","R",0,0,0
"R[1, 14]",2017,"0","R",0,0,0
"R[1, 15]",2018,"0","R",0,0,0
"R[1, 16]",2019,"0","R",0,0,0
"R[1, 17]",2020,"0","R",0,0,0
"R[1, 18]",2021,"0","R",0,0,0
"R[1, 19]",2022,"0","R",0,0,0
"R[1, 1]",2004,"0","R",0,0,0
"R[1, 20]",2023,"0","R",0,0,0
"R[1, 21]",2024,"0","R",0,0,0
"R[1, 2]",2005,"0","R",0,0,0
"R[1, 3]",2006,"0","R",0,0,0
"R[1, 4]",2007,"0","R",0,0,0
"R[1, 5]",2008,"0","R",0,0,0
"R[1, 6]",2009,"0","R",0,0,0
"R[1, 7]",2010,"0","R",0,0,0
"R[1, 8]",2011,"0","R",0,0,0
"R[1, 9]",2012,"0","R",0,0,0
"R[2, 10]",2013,"1","R",16,2,57
"R[2, 11]",2014,"1","R",15,2,53
"R[2, 12]",2015,"1","R",91,37,231
"R[2, 13]",2016,"1","R",187,87,483
"R[2, 14]",2017,"1","R",36,11,100
"R[2, 15]",2018,"1","R",53,16,143
"R[2, 16]",2019,"1","R",110,40,288
"R[2, 17]",2020,"1","R",62,22,181
"R[2, 18]",2021,"1","R",22,5,63
"R[2, 19]",2022,"1","R",38,11,102
"R[2, 1]",2004,"1","R",0,0,0
"R[2, 20]",2023,"1","R",171,61,495
"R[2, 21]",2024,"1","R",69,15,227
"R[2, 2]",2005,"1","R",12,2,33
"R[2, 3]",2006,"1","R",50,20,128
"R[2, 4]",2007,"1","R",48,15,141
"R[2, 5]",2008,"1","R",143,66,352
"R[2, 6]",2009,"1","R",21,5,63
"R[2, 7]",2010,"1","R",27,7,73
"R[2, 8]",2011,"1","R",314,161,703
"R[2, 9]",2012,"1","R",379,190,915
"R[3, 10]",2013,"2","R",89,32,272
"R[3, 11]",2014,"2","R",28,7,80
"R[3, 12]",2015,"2","R",21,4,65
"R[3, 13]",2016,"2","R",87,38,225
"R[3, 14]",2017,"2","R",127,55,325
"R[3, 15]",2018,"2","R",62,22,166
"R[3, 16]",2019,"2","R",46,14,127
"R[3, 17]",2020,"2","R",47,13,160
"R[3, 18]",2021,"2","R",47,16,136
"R[3, 19]",2022,"2","R",26,6,75
"R[3, 1]",2004,"2","R",0,0,0
"R[3, 20]",2023,"2","R",53,16,151
"R[3, 21]",2024,"2","R",74,19,228
"R[3, 2]",2005,"2","R",45,17,115
"R[3, 3]",2006,"2","R",15,3,42
"R[3, 4]",2007,"2","R",39,13,116
"R[3, 5]",2008,"2","R",65,26,174
"R[3, 6]",2009,"2","R",59,23,157
"R[3, 7]",2010,"2","R",25,7,67
"R[3, 8]",2011,"2","R",55,22,141.024999999998
"R[3, 9]",2012,"2","R",200,97,503
"R[4, 10]",2013,"3","R",62,22,190
"R[4, 11]",2014,"3","R",110,49,305
"R[4, 12]",2015,"3","R",28,8,85
"R[4, 13]",2016,"3","R",18,3,57
"R[4, 14]",2017,"3","R",53,21,145
"R[4, 15]",2018,"3","R",176,82,454
"R[4, 16]",2019,"3","R",47,17,131
"R[4, 17]",2020,"3","R",22,5,75
"R[4, 18]",2021,"3","R",31,8,101
"R[4, 19]",2022,"3","R",45,15,128
"R[4, 1]",2004,"3","R",0,0,0
"R[4, 20]",2023,"3","R",28,6,91
"R[4, 21]",2024,"3","R",23,4,76
"R[4, 2]",2005,"3","R",78,36,208
"R[4, 3]",2006,"3","R",44,18,121
"R[4, 4]",2007,"3","R",10,1,35
"R[4, 5]",2008,"3","R",41,15,117
"R[4, 6]",2009,"3","R",27,8,76
"R[4, 7]",2010,"3","R",58,24,145
"R[4, 8]",2011,"3","R",37,13,100
"R[4, 9]",2012,"3","R",37,13,107
"R[5, 10]",2013,"4+","R",33,11,87
"R[5, 11]",2014,"4+","R",70,31,166
"R[5, 12]",2015,"4+","R",122,57,316
"R[5, 13]",2016,"4+","R",102,47,259
"R[5, 14]",2017,"4+","R",55,22,138
"R[5, 15]",2018,"4+","R",102,46,233
"R[5, 16]",2019,"4+","R",155,79,355
"R[5, 17]",2020,"4+","R",79,32,208
"R[5, 18]",2021,"4+","R",48,18,125
"R[5, 19]",2022,"4+","R",50,18,134
"R[5, 1]",2004,"4+","R",0,0,0
"R[5, 20]",2023,"4+","R",79,30,220
"R[5, 21]",2024,"4+","R",40,10,122
"R[5, 2]",2005,"4+","R",58,25,147.024999999998
"R[5, 3]",2006,"4+","R",87,41,219
"R[5, 4]",2007,"4+","R",74,31,196.024999999998
"R[5, 5]",2008,"4+","R",62,26,161
"R[5, 6]",2009,"4+","R",37,14,87
"R[5, 7]",2010,"4+","R",44,18,101
"R[5, 8]",2011,"4+","R",93,42,234
"R[5, 9]",2012,"4+","R",75,33,194
"RodentAbundance2[10]",2013,"1","RodentAbundance2",-1.23167439398402,-1.23167439398402,-1.23167439398402
"RodentAbundance2[11]",2014,"1","RodentAbundance2",0.591205073844062,0.591205073844062,0.591205073844062
"RodentAbundance2[12]",2015,"1","RodentAbundance2",2.14250592698125,2.14250592698125,2.14250592698125
"RodentAbundance2[13]",2016,"1","RodentAbundance2",-0.231698684631984,-0.231698684631984,-0.231698684631984
"RodentAbundance2[14]",2017,"1","RodentAbundance2",-1.50768081746141,-1.50768081746141,-1.50768081746141
"RodentAbundance2[15]",2018,"1","RodentAbundance2",0.875600116062712,0.875600116062712,0.875600116062712
"RodentAbundance2[16]",2019,"1","RodentAbundance2",0.386650458541346,0.386650458541346,0.386650458541346
"RodentAbundance2[17]",2020,"1","RodentAbundance2",-0.763553987230867,-0.763553987230867,-0.763553987230867
"RodentAbundance2[18]",2021,"1","RodentAbundance2",-1.49331396847976,-1.49331396847976,-1.49331396847976
"RodentAbundance2[19]",2022,"1","RodentAbundance2",0.640425765630612,0.640425765630612,0.640425765630612
"RodentAbundance2[1]",2004,"1","RodentAbundance2",-0.9983863845468,-0.9983863845468,-0.9983863845468
"RodentAbundance2[20]",2023,"1","RodentAbundance2",1.13651031911764,1.13651031911764,1.13651031911764
"RodentAbundance2[21]",2024,"1","RodentAbundance2",-1.12951779940329,-1.12951779940329,-1.12951779940329
"RodentAbundance2[2]",2005,"1","RodentAbundance2",-1.01368342158062,-1.01368342158062,-1.01368342158062
"RodentAbundance2[3]",2006,"1","RodentAbundance2",-0.594610164151699,-0.594610164151699,-0.594610164151699
"RodentAbundance2[4]",2007,"1","RodentAbundance2",3.60128245480946,3.60128245480946,3.60128245480946
"RodentAbundance2[5]",2008,"1","RodentAbundance2",-1.73708908032896,-1.73708908032896,-1.73708908032896
"RodentAbundance2[6]",2009,"1","RodentAbundance2",-1.76857983273128,-1.76857983273128,-1.76857983273128
"RodentAbundance2[7]",2010,"1","RodentAbundance2",0.420223186299386,0.420223186299386,0.420223186299386
"RodentAbundance2[8]",2011,"1","RodentAbundance2",3.89587567157242,3.89587567157242,3.89587567157242
"RodentAbundance2[9]",2012,"1","RodentAbundance2",-1.2204904383282,-1.2204904383282,-1.2204904383282
"RodentAbundance[10]",2013,NA,"RodentAbundance",-0.883547006134907,-0.883547006134907,-0.883547006134907
"RodentAbundance[11]",2014,NA,"RodentAbundance",-0.821977696109415,-0.821977696109415,-0.821977696109415
"RodentAbundance[12]",2015,NA,"RodentAbundance",0.701766321786779,0.701766321786779,0.701766321786779
"RodentAbundance[13]",2016,NA,"RodentAbundance",0.172035816249396,0.172035816249396,0.172035816249396
"RodentAbundance[14]",2017,NA,"RodentAbundance",-0.97269977383341,-0.97269977383341,-0.97269977383341
"RodentAbundance[15]",2018,NA,"RodentAbundance",-0.667742124804507,-0.667742124804507,-0.667742124804507
"RodentAbundance[16]",2019,NA,"RodentAbundance",0.70907264877818,0.70907264877818,0.70907264877818
"RodentAbundance[17]",2020,NA,"RodentAbundance",-0.133513999866363,-0.133513999866363,-0.133513999866363
"RodentAbundance[18]",2021,NA,"RodentAbundance",-1.15491657099719,-1.15491657099719,-1.15491657099719
"RodentAbundance[19]",2022,NA,"RodentAbundance",-0.73476543495176,-0.73476543495176,-0.73476543495176
"RodentAbundance[1]",2004,NA,"RodentAbundance",-0.0512423600040406,-1.88790820119114,1.78733735868604
"RodentAbundance[20]",2023,NA,"RodentAbundance",2.38719413727922,2.38719413727922,2.38719413727922
"RodentAbundance[21]",2024,NA,"RodentAbundance",-0.240445114696088,-0.240445114696088,-0.240445114696088
"RodentAbundance[22]",2025,NA,"RodentAbundance",0,0,0
"RodentAbundance[2]",2005,NA,"RodentAbundance",-1.04660884152621,-1.04660884152621,-1.04660884152621
"RodentAbundance[3]",2006,NA,"RodentAbundance",-0.387220103265807,-0.387220103265807,-0.387220103265807
"RodentAbundance[4]",2007,NA,"RodentAbundance",0.332129654326381,0.332129654326381,0.332129654326381
"RodentAbundance[5]",2008,NA,"RodentAbundance",0.820602952680914,0.820602952680914,0.820602952680914
"RodentAbundance[6]",2009,NA,"RodentAbundance",-1.52342250117709,-1.52342250117709,-1.52342250117709
"RodentAbundance[7]",2010,NA,"RodentAbundance",-0.913377799944918,-0.913377799944918,-0.913377799944918
"RodentAbundance[8]",2011,NA,"RodentAbundance",3.86538960541728,3.86538960541728,3.86538960541728
"RodentAbundance[9]",2012,NA,"RodentAbundance",1.82407621685567,1.82407621685567,1.82407621685567
"S[1, 10]",2013,"0","S",0.149905175811531,0.0325322957107186,0.348872348658015
"S[1, 11]",2014,"0","S",0.382833763958953,0.208076650797351,0.600186457284029
"S[1, 12]",2015,"0","S",0.415686868542593,0.23805543494394,0.655626649703207
"S[1, 13]",2016,"0","S",0.17557785237621,0.0801982009429773,0.369305176511744
"S[1, 14]",2017,"0","S",0.207190135353038,0.0790861293115994,0.407600772098893
"S[1, 15]",2018,"0","S",0.238846114167553,0.0871129596894191,0.479395089364592
"S[1, 16]",2019,"0","S",0.228805069419852,0.0915607402397183,0.433543159676424
"S[1, 17]",2020,"0","S",0.17616536989327,0.0718613642071743,0.382113139769934
"S[1, 18]",2021,"0","S",0.288022527029422,0.133983694838574,0.535020799050167
"S[1, 19]",2022,"0","S",0.505495892881211,0.214896101621953,0.711276964269449
"S[1, 1]",2004,"0","S",0.294390130919556,0.0859531710765504,0.608770956112533
"S[1, 20]",2023,"0","S",0.253956955756894,0.0878519515666987,0.517293615759082
"S[1, 2]",2005,"0","S",0.283012413453025,0.145777380168065,0.521466816133104
"S[1, 3]",2006,"0","S",0.3301987835764,0.167911303858811,0.551006956754502
"S[1, 4]",2007,"0","S",0.40555821937284,0.167891529808951,0.656963642602591
"S[1, 5]",2008,"0","S",0.13391717794672,0.0516419862473635,0.318519567578746
"S[1, 6]",2009,"0","S",0.268852006775442,0.128633628000662,0.524608813115776
"S[1, 7]",2010,"0","S",0.600909202242683,0.321996159586204,0.763772778111008
"S[1, 8]",2011,"0","S",0.407770278127721,0.195806408389462,0.661450909162612
"S[1, 9]",2012,"0","S",0.0817548099306741,0.0329144179654443,0.187191496819656
"S[2, 10]",2013,"1","S",0.509497119413994,0.283420904403152,0.744204517133795
"S[2, 11]",2014,"1","S",0.604170566790519,0.4113386754497,0.779930790110099
"S[2, 12]",2015,"1","S",0.66685546846457,0.501394448577629,0.814721223789517
"S[2, 13]",2016,"1","S",0.586246108329893,0.416302865995918,0.769426258628055
"S[2, 14]",2017,"1","S",0.585587025165403,0.385515463209557,0.780200262370969
"S[2, 15]",2018,"1","S",0.55840301831379,0.358323787951432,0.750467849791703
"S[2, 16]",2019,"1","S",0.473817457584997,0.284702331777368,0.689876715990363
"S[2, 17]",2020,"1","S",0.498470765513572,0.294280622753479,0.733377634334371
"S[2, 18]",2021,"1","S",0.535942159119524,0.315392160737712,0.753000851649314
"S[2, 19]",2022,"1","S",0.608542973707782,0.359135628778734,0.794479661850152
"S[2, 1]",2004,"1","S",0.570840186126821,0.346284159393319,0.78175628409309
"S[2, 20]",2023,"1","S",0.580900933305528,0.330376343689426,0.777715056090564
"S[2, 2]",2005,"1","S",0.524922862212781,0.336093215637493,0.722596758256489
"S[2, 3]",2006,"1","S",0.563716292098341,0.368723917392668,0.760639900687469
"S[2, 4]",2007,"1","S",0.641872585686719,0.398837047658896,0.817945641044902
"S[2, 5]",2008,"1","S",0.521184588871004,0.325351632488001,0.752944605598373
"S[2, 6]",2009,"1","S",0.531815818847982,0.317905367459202,0.750603573235978
"S[2, 7]",2010,"1","S",0.639899804575309,0.453632749684132,0.804079228934485
"S[2, 8]",2011,"1","S",0.685230382551955,0.520814594183651,0.823527314570234
"S[2, 9]",2012,"1","S",0.531969232495373,0.338445525789021,0.736925881784541
"S[3, 10]",2013,"2","S",0.48987351775969,0.280143031437496,0.710097178527002
"S[3, 11]",2014,"2","S",0.594610045466582,0.444483318823422,0.741083865272093
"S[3, 12]",2015,"2","S",0.655618653795066,0.496876918283022,0.79074542521514
"S[3, 13]",2016,"2","S",0.572679351425064,0.368338414946171,0.744840761556548
"S[3, 14]",2017,"2","S",0.569585276452302,0.385317107174589,0.754801842721714
"S[3, 15]",2018,"2","S",0.550714768174292,0.396301444445102,0.707234837788102
"S[3, 16]",2019,"2","S",0.46370318420369,0.309758701210431,0.645487774017797
"S[3, 17]",2020,"2","S",0.481004225156702,0.269500524569989,0.698315988970602
"S[3, 18]",2021,"2","S",0.518568429568061,0.317297777461441,0.715425961448726
"S[3, 19]",2022,"2","S",0.607974148364472,0.411212470028804,0.760789008741373
"S[3, 1]",2004,"2","S",0.55165015717905,0.295726585641462,0.761873773478994
"S[3, 20]",2023,"2","S",0.562510763406623,0.353274264049962,0.749262742209477
"S[3, 2]",2005,"2","S",0.511081231788924,0.351042488617156,0.683709994442957
"S[3, 3]",2006,"2","S",0.552280442340797,0.387240552274884,0.71672721284221
"S[3, 4]",2007,"2","S",0.629134252431262,0.436436640175508,0.777255752306847
"S[3, 5]",2008,"2","S",0.501840213190303,0.267465198366741,0.726365949060757
"S[3, 6]",2009,"2","S",0.513218203156127,0.310077695709789,0.717178587214732
"S[3, 7]",2010,"2","S",0.641616498121876,0.502425251134784,0.780956282870198
"S[3, 8]",2011,"2","S",0.679355482941731,0.55861119360309,0.792944959263559
"S[3, 9]",2012,"2","S",0.515033346576508,0.316609726687937,0.703392267643922
"S[4, 10]",2013,"3","S",0.263946197611429,0.0782801091961388,0.529216610544058
"S[4, 11]",2014,"3","S",0.438245403373586,0.226575960364477,0.646310764125724
"S[4, 12]",2015,"3","S",0.505656999917388,0.272796635594625,0.708423798737977
"S[4, 13]",2016,"3","S",0.374244564060986,0.157211660205951,0.614531949856702
"S[4, 14]",2017,"3","S",0.356393207877897,0.145424316963314,0.611780560950158
"S[4, 15]",2018,"3","S",0.379892033979027,0.180082775977342,0.600317751446579
"S[4, 16]",2019,"3","S",0.32321567966149,0.144408626413838,0.534443734569037
"S[4, 17]",2020,"3","S",0.264231754146073,0.0837400310264341,0.520652716598539
"S[4, 18]",2021,"3","S",0.31119064318068,0.106014317518454,0.572799305151737
"S[4, 19]",2022,"3","S",0.486603298624517,0.205942927749104,0.707677834095591
"S[4, 1]",2004,"3","S",0.32028408843037,0.0858906325764062,0.607470313838377
"S[4, 20]",2023,"3","S",0.376893920237387,0.138630897712805,0.638281055740756
"S[4, 2]",2005,"3","S",0.333368819015251,0.146772685556776,0.557322562366484
"S[4, 3]",2006,"3","S",0.371043342151306,0.165649810598654,0.597311055572836
"S[4, 4]",2007,"3","S",0.44248422833252,0.161566243873982,0.687310696785302
"S[4, 5]",2008,"3","S",0.265310407918798,0.079259987488815,0.544324694841187
"S[4, 6]",2009,"3","S",0.30209023661641,0.100419339232796,0.556358442434886
"S[4, 7]",2010,"3","S",0.561948658950501,0.310254728510483,0.747350348858272
"S[4, 8]",2011,"3","S",0.555113287949219,0.326298192975234,0.738848785816254
"S[4, 9]",2012,"3","S",0.314373657800849,0.118543240219265,0.559920307643031
"S[5, 10]",2013,"4+","S",0.533167021378906,0.38648338273678,0.650794260796188
"S[5, 11]",2014,"4+","S",0.61766597550808,0.506770278650589,0.718442489542684
"S[5, 12]",2015,"4+","S",0.677367796762301,0.57619766761045,0.768440760588576
"S[5, 13]",2016,"4+","S",0.604326344115833,0.485592407036474,0.704776246129442
"S[5, 14]",2017,"4+","S",0.604930877068495,0.486127175707433,0.712519097687421
"S[5, 15]",2018,"4+","S",0.576309243942879,0.469071003331532,0.675568481609411
"S[5, 16]",2019,"4+","S",0.490944509276117,0.352903461757041,0.616106833432185
"S[5, 17]",2020,"4+","S",0.522004839634758,0.387152107027004,0.639444308340152
"S[5, 18]",2021,"4+","S",0.555381043004458,0.41181657737198,0.674569393768599
"S[5, 19]",2022,"4+","S",0.619596425703067,0.452163742778364,0.760193877320913
"S[5, 1]",2004,"4+","S",0.593511038970258,0.404013635953699,0.716078346079162
"S[5, 20]",2023,"4+","S",0.595102070208734,0.427179296173112,0.723462232036431
"S[5, 2]",2005,"4+","S",0.541314356836433,0.433443215436871,0.63774790632389
"S[5, 3]",2006,"4+","S",0.581700040898667,0.462098138090382,0.680109697861312
"S[5, 4]",2007,"4+","S",0.656843353790085,0.516344596818284,0.759958593744368
"S[5, 5]",2008,"4+","S",0.545053805988199,0.395666153975181,0.676552546118449
"S[5, 6]",2009,"4+","S",0.551995570943279,0.410585110396824,0.669930681407966
"S[5, 7]",2010,"4+","S",0.646595063201957,0.529742572049944,0.782880817506379
"S[5, 8]",2011,"4+","S",0.694456950517467,0.602856720060275,0.786364602709885
"S[5, 9]",2012,"4+","S",0.550907230739151,0.438177074357112,0.656734697133169
"betaD.immR",NA,NA,"betaD.immR",-2.18125802346341,-6.09502529921893,0.260364002846932
"betaD.mO",NA,NA,"betaD.mO",0.606889150114596,0.0913435765422889,1.49908729600455
"betaR.Psi",NA,NA,"betaR.Psi",0.445254428031334,0.150001288617199,0.746934481943947
"betaR.immR",NA,NA,"betaR.immR",0.694857465170293,0.21554197468075,1.59183814265501
"betaR.mO",NA,NA,"betaR.mO",-0.295808886463842,-0.659296917707695,0.00747230963137039
"betaR.rho",NA,NA,"betaR.rho",0.0692479247314904,0.0146244461738603,0.126370442421804
"epsilon.Psi[10]",2013,NA,"epsilon.Psi",-0.751845979016157,-1.64489474663508,-0.0253383353954969
"epsilon.Psi[11]",2014,NA,"epsilon.Psi",-0.067473663433304,-0.93676803742924,0.757826413082044
"epsilon.Psi[12]",2015,NA,"epsilon.Psi",-0.00644079833043401,-0.801597177561569,0.818944013789115
"epsilon.Psi[13]",2016,NA,"epsilon.Psi",-0.0907027081542941,-0.753875728631469,0.554634570035371
"epsilon.Psi[14]",2017,NA,"epsilon.Psi",0.0673274477246325,-0.684419522796061,0.906373854641701
"epsilon.Psi[15]",2018,NA,"epsilon.Psi",0.368680058344697,-0.3609321670245,1.4916149743636
"epsilon.Psi[16]",2019,NA,"epsilon.Psi",0.312282590453055,-0.509155096290004,1.64210729246535
"epsilon.Psi[17]",2020,NA,"epsilon.Psi",-0.336253738539017,-1.16116472792393,0.319700236372425
"epsilon.Psi[18]",2021,NA,"epsilon.Psi",-0.00620451639563946,-0.746113424702306,0.731580295083063
"epsilon.Psi[19]",2022,NA,"epsilon.Psi",0.184322003086297,-0.639989430890542,1.2035771690963
"epsilon.Psi[1]",2004,NA,"epsilon.Psi",0.0632298193153173,-0.99352393107259,1.32397695343388
"epsilon.Psi[20]",2023,NA,"epsilon.Psi",-0.36701488148444,-1.52638155492073,0.420846388510376
"epsilon.Psi[21]",2024,NA,"epsilon.Psi",-0.223582785567207,-1.44927813691106,0.646284798506576
"epsilon.Psi[2]",2005,NA,"epsilon.Psi",0.0650090700034294,-0.533930739802587,0.701168755017953
"epsilon.Psi[3]",2006,NA,"epsilon.Psi",0.412229776340457,-0.184336461974745,1.2257138851605
"epsilon.Psi[4]",2007,NA,"epsilon.Psi",-0.329578773458377,-1.25487735130605,0.381846652144795
"epsilon.Psi[5]",2008,NA,"epsilon.Psi",0.284091541054523,-0.375322564015002,1.14702531033498
"epsilon.Psi[6]",2009,NA,"epsilon.Psi",0.305003864530282,-0.395896382668371,1.24392408665302
"epsilon.Psi[7]",2010,NA,"epsilon.Psi",0.0507946338355456,-0.667596755851972,0.805303670993132
"epsilon.Psi[8]",2011,NA,"epsilon.Psi",0.0990440218479811,-0.820998528107662,1.21010691341191
"epsilon.Psi[9]",2012,NA,"epsilon.Psi",0.349946745661175,-0.376500204978611,1.34437203917303
"epsilon.mH[10]",2013,NA,"epsilon.mH",-0.0428695283969111,-0.39270430819897,0.277885584818118
"epsilon.mH[11]",2014,NA,"epsilon.mH",0.032217986729018,-0.333181208289097,0.399616998256362
"epsilon.mH[12]",2015,NA,"epsilon.mH",-0.220836947578414,-0.61526665272435,0.136691520449277
"epsilon.mH[13]",2016,NA,"epsilon.mH",-0.102499831266181,-0.459214619718903,0.225980234323124
"epsilon.mH[14]",2017,NA,"epsilon.mH",-0.205035601164768,-0.581271448966689,0.13234804974291
"epsilon.mH[15]",2018,NA,"epsilon.mH",0.143182435247284,-0.174847225454952,0.489971771807972
"epsilon.mH[16]",2019,NA,"epsilon.mH",0.526586467186602,0.102626566037778,0.983941575875866
"epsilon.mH[17]",2020,NA,"epsilon.mH",0.031864798573502,-0.299669362807778,0.395503353239186
"epsilon.mH[18]",2021,NA,"epsilon.mH",0.00192016907935144,-0.340003367773414,0.374454665863485
"epsilon.mH[19]",2022,NA,"epsilon.mH",0.146195444488828,-0.218343716530427,0.5742224089379
"epsilon.mH[1]",2004,NA,"epsilon.mH",-0.31165187184636,-0.716372773491038,0.01514425905964
"epsilon.mH[20]",2023,NA,"epsilon.mH",-0.02131957389685,-0.439398085581039,0.424766941837365
"epsilon.mH[21]",2024,NA,"epsilon.mH",0.000420648555646081,-0.582017052679885,0.59359517697296
"epsilon.mH[2]",2005,NA,"epsilon.mH",0.219263981601632,-0.0834970510673504,0.545563328070402
"epsilon.mH[3]",2006,NA,"epsilon.mH",0.0637891967700745,-0.268974513441529,0.377592388510259
"epsilon.mH[4]",2007,NA,"epsilon.mH",-0.288984048439036,-0.706872151530674,0.0308639572650431
"epsilon.mH[5]",2008,NA,"epsilon.mH",-0.164717603736799,-0.513059253498399,0.132244581664829
"epsilon.mH[6]",2009,NA,"epsilon.mH",-0.0129845457486244,-0.395209429708952,0.354120269316289
"epsilon.mH[7]",2010,NA,"epsilon.mH",0.161148284877554,-0.147715026878309,0.480083065353193
"epsilon.mH[8]",2011,NA,"epsilon.mH",-0.179319673233665,-0.500716346883959,0.10867145739527
"epsilon.mH[9]",2012,NA,"epsilon.mH",0.0686050659534037,-0.281835564966548,0.422468273459621
"epsilon.mO[10]",2013,NA,"epsilon.mO",0.131298496942795,-0.232694996605374,0.685960731036733
"epsilon.mO[11]",2014,NA,"epsilon.mO",-0.0280894206202907,-0.66147214533213,0.419106813275777
"epsilon.mO[12]",2015,NA,"epsilon.mO",-0.269487251441192,-1.27556283427019,0.103668762026221
"epsilon.mO[13]",2016,NA,"epsilon.mO",-0.165083126319607,-0.824426065529537,0.162241497858541
"epsilon.mO[14]",2017,NA,"epsilon.mO",-0.0134394019758616,-0.537790475186784,0.404511931931966
"epsilon.mO[15]",2018,NA,"epsilon.mO",0.08840117919157,-0.300331595944362,0.685265909529395
"epsilon.mO[16]",2019,NA,"epsilon.mO",-0.0805245029059853,-0.832135498351707,0.365655402008308
"epsilon.mO[17]",2020,NA,"epsilon.mO",0.0325180786504105,-0.371766540148292,0.518584097087107
"epsilon.mO[18]",2021,NA,"epsilon.mO",0.00927401082658853,-0.535964826289995,0.519633226171487
"epsilon.mO[19]",2022,NA,"epsilon.mO",0.0333606268835768,-0.534291232757058,0.771987556143703
"epsilon.mO[1]",2004,NA,"epsilon.mO",-0.000987653222026059,-0.643174053195563,0.539168655182061
"epsilon.mO[20]",2023,NA,"epsilon.mO",-0.0363588788898349,-0.813186468650731,0.470847721733226
"epsilon.mO[21]",2024,NA,"epsilon.mO",0.00172878060391508,-0.682344509594611,0.670786094961668
